date,mxn_usd_spot,mxn_fwd_1m,min_max_spread,bid_ask_spread,mxn_interbank_1m,mxn_sov_10y,usa_libor_1m,usa_sov_10y,vix,oil_prices,eur_usd_spot
1/26/1994,3.1065,#N/A N/A,0.0005,0,#N/A N/A,#N/A N/A,3.125,5.715,11.17,15.47,#N/A N/A
1/27/1994,3.106,#N/A N/A,0.001,0,#N/A N/A,#N/A N/A,3.125,5.674,10.3,15.42,#N/A N/A
1/28/1994,3.1065,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.125,5.634,9.94,15.34,#N/A N/A
1/31/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.125,5.642,10.63,15.19,#N/A N/A
2/1/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.125,5.739,10.65,15.92,#N/A N/A
2/2/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.1875,5.709,10.61,16.04,#N/A N/A
2/3/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.1875,5.773,10.75,15.89,#N/A N/A
2/4/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.25,5.871,15.25,15.63,#N/A N/A
2/7/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.375,5.932,13.96,15.25,#N/A N/A
2/8/1994,3.106,#N/A N/A,0.0005,0,#N/A N/A,#N/A N/A,3.375,5.983,13.66,15.21,#N/A N/A
2/9/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.375,5.923,13.3,14.6,#N/A N/A
2/10/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.375,5.927,14.24,14.56,#N/A N/A
2/11/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.375,5.879,14.46,14.72,#N/A N/A
2/14/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.375,5.89,14.28,14.13,#N/A N/A
2/15/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.4375,5.875,13.4,14.06,#N/A N/A
2/16/1994,3.106,#N/A N/A,0.0005,0,#N/A N/A,#N/A N/A,3.4375,5.892,13.13,13.93,#N/A N/A
2/17/1994,3.106,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.4375,5.992,13.79,14.23,#N/A N/A
2/18/1994,3.107,#N/A N/A,0.001,0,#N/A N/A,#N/A N/A,3.4375,6.086,14.7,14.21,#N/A N/A
2/21/1994,3.1065,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.4375,6.118,14.7,14.21,#N/A N/A
2/22/1994,3.1195,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,3.4375,6.052,13.52,14.24,#N/A N/A
2/23/1994,3.143,#N/A N/A,0.0265,0,#N/A N/A,#N/A N/A,3.4375,6.129,13.91,14.24,#N/A N/A
2/24/1994,3.2,#N/A N/A,0.05,0,#N/A N/A,#N/A N/A,3.5,6.212,15.96,14.77,#N/A N/A
2/25/1994,3.19,#N/A N/A,0.03,0,#N/A N/A,#N/A N/A,3.5625,6.195,14.8,14.57,#N/A N/A
2/28/1994,3.185,#N/A N/A,0.025,0,#N/A N/A,#N/A N/A,3.5625,6.129,14.87,14.48,#N/A N/A
3/1/1994,3.183,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.5625,6.28,15.83,14.67,#N/A N/A
3/2/1994,3.27,#N/A N/A,0.02,0,#N/A N/A,#N/A N/A,3.625,6.254,16.08,14.76,#N/A N/A
3/3/1994,3.255,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,3.5625,6.337,16.36,14.75,#N/A N/A
3/4/1994,3.25,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,3.625,6.365,16,14.57,#N/A N/A
3/7/1994,3.25,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,3.625,6.317,14.26,14.1,#N/A N/A
3/8/1994,3.285,#N/A N/A,0.027,0,#N/A N/A,#N/A N/A,3.625,6.385,16.23,14.1,#N/A N/A
3/9/1994,3.28,#N/A N/A,0.02,0,#N/A N/A,#N/A N/A,3.625,6.352,14.41,14.18,#N/A N/A
3/10/1994,3.29,#N/A N/A,0.02,0,#N/A N/A,#N/A N/A,3.5625,6.494,16.55,14.14,#N/A N/A
3/11/1994,3.25,#N/A N/A,0.055,0,#N/A N/A,#N/A N/A,3.5625,6.452,14.87,14.44,#N/A N/A
3/14/1994,3.3,#N/A N/A,0.03,0,#N/A N/A,#N/A N/A,3.5625,6.516,16.61,14.49,#N/A N/A
3/15/1994,3.315,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,3.5625,6.448,14.78,14.83,#N/A N/A
3/16/1994,3.305,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,3.5625,6.364,14.51,15.06,#N/A N/A
3/17/1994,3.32,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,3.5625,6.401,12.76,14.82,#N/A N/A
3/18/1994,3.33,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,3.5625,6.497,13.32,14.88,#N/A N/A
3/21/1994,3.335,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.625,6.566,14.34,15.37,#N/A N/A
3/22/1994,3.34,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,3.75,6.431,13.39,15.2,#N/A N/A
3/23/1994,3.335,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,3.6875,6.488,12.31,15.2,#N/A N/A
3/24/1994,3.335,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.553,13.43,15.08,#N/A N/A
3/25/1994,3.3586,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.634,13.67,15.13,#N/A N/A
3/28/1994,3.3598,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.617,14.9,14.08,#N/A N/A
3/29/1994,3.3602,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.721,16.49,14.32,#N/A N/A
3/30/1994,3.3606,#N/A N/A,0.0056,0,#N/A N/A,#N/A N/A,3.6875,6.767,18.59,14.38,#N/A N/A
3/31/1994,3.365,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.738,20.45,14.79,#N/A N/A
4/1/1994,3.365,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,6.94,20.45,14.79,#N/A N/A
4/4/1994,3.3626,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.6875,7.14,23.87,15.79,#N/A N/A
4/5/1994,3.363,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.8125,6.936,18.13,15.74,#N/A N/A
4/6/1994,3.363,#N/A N/A,0.0004,0,#N/A N/A,#N/A N/A,3.75,6.908,17.38,15.77,#N/A N/A
4/7/1994,3.3688,#N/A N/A,0.0058,0,#N/A N/A,#N/A N/A,3.75,6.867,16.98,15.58,#N/A N/A
4/8/1994,3.3642,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,3.75,6.923,16.92,15.57,#N/A N/A
4/11/1994,3.3654,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.75,6.902,16.61,15.87,#N/A N/A
4/12/1994,3.3658,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.75,6.875,16.42,15.75,#N/A N/A
4/13/1994,3.3652,#N/A N/A,0.001,0,#N/A N/A,#N/A N/A,3.75,6.921,17.02,15.97,#N/A N/A
4/14/1994,3.3666,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.75,6.959,16.27,16.23,#N/A N/A
4/15/1994,3.367,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.75,6.957,15.98,16.58,#N/A N/A
4/18/1994,3.3682,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.75,7.138,17.22,16.65,#N/A N/A
4/19/1994,3.3686,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.9375,7.084,16.93,16.49,#N/A N/A
4/20/1994,3.369,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.9375,7.03,17.01,16.82,#N/A N/A
4/21/1994,3.3694,#N/A N/A,0,0,#N/A N/A,#N/A N/A,3.9375,6.897,14.93,16.82,#N/A N/A
4/22/1994,3.3625,#N/A N/A,0.0073,0,#N/A N/A,#N/A N/A,3.9375,6.933,14.94,17.14,#N/A N/A
4/25/1994,3.345,#N/A N/A,0.014,0,#N/A N/A,#N/A N/A,3.9375,6.866,14.26,17.24,#N/A N/A
4/26/1994,3.33,#N/A N/A,0.02,0,#N/A N/A,#N/A N/A,3.9375,6.822,13.8,16.91,#N/A N/A
4/27/1994,3.27,#N/A N/A,0.017,0,#N/A N/A,#N/A N/A,3.9375,6.827,13.8,16.91,#N/A N/A
4/28/1994,3.275,#N/A N/A,0.02,0,#N/A N/A,#N/A N/A,3.9375,6.987,14.51,16.57,#N/A N/A
4/29/1994,3.27,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4,7.042,13.77,16.9,#N/A N/A
5/2/1994,3.28,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4,7.09,14.11,17.16,#N/A N/A
5/3/1994,3.293,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4,7.114,13.81,16.89,#N/A N/A
5/4/1994,3.305,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,4.0625,7.116,14.29,16.86,#N/A N/A
5/5/1994,3.305,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.125,7.114,14.56,17.29,#N/A N/A
5/6/1994,3.335,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.1875,7.348,15.08,17.7,#N/A N/A
5/9/1994,3.33,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.4375,7.48,16.16,17.73,#N/A N/A
5/10/1994,3.325,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,4.5,7.319,15.19,17.61,#N/A N/A
5/11/1994,3.322,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.4375,7.441,15.55,17.85,#N/A N/A
5/12/1994,3.333,#N/A N/A,0.013,0,#N/A N/A,#N/A N/A,4.4375,7.352,15.46,18.28,#N/A N/A
5/13/1994,3.328,#N/A N/A,0.007,0,#N/A N/A,#N/A N/A,4.4375,7.279,14.54,18.21,#N/A N/A
5/16/1994,3.335,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.375,7.23,14.67,18.06,#N/A N/A
5/17/1994,3.33,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.375,7.042,14.08,17.59,#N/A N/A
5/18/1994,3.33,#N/A N/A,0.013,0,#N/A N/A,#N/A N/A,4.375,7.016,12.55,17.99,#N/A N/A
5/19/1994,3.324,#N/A N/A,0.016,0,#N/A N/A,#N/A N/A,4.375,6.953,12.33,18.45,#N/A N/A
5/20/1994,3.301,#N/A N/A,0.023,0,#N/A N/A,#N/A N/A,4.3125,7.02,12.79,18.92,#N/A N/A
5/23/1994,3.33,#N/A N/A,0.029,0,#N/A N/A,#N/A N/A,4.375,7.185,13.49,18.92,#N/A N/A
5/24/1994,3.3,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.375,7.165,12.73,17.92,#N/A N/A
5/25/1994,3.31,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.375,7.108,12.43,17.7,#N/A N/A
5/26/1994,3.314,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.375,7.097,12.5,17.74,#N/A N/A
5/27/1994,3.32,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,4.375,7.114,12.49,18.03,#N/A N/A
5/30/1994,3.32,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.375,7.116,12.49,18.03,#N/A N/A
5/31/1994,3.3275,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,4.375,7.147,13.03,18.31,#N/A N/A
6/1/1994,3.33,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.375,7.118,12.72,18.21,#N/A N/A
6/2/1994,3.325,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.375,7.054,12.73,18.23,#N/A N/A
6/3/1994,3.33,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,4.375,6.988,12.19,18.12,#N/A N/A
6/6/1994,3.3355,#N/A N/A,0.0105,0,#N/A N/A,#N/A N/A,4.3125,6.908,13.03,18.11,#N/A N/A
6/7/1994,3.356,#N/A N/A,0.021,0,#N/A N/A,#N/A N/A,4.3125,6.94,13.05,17.75,#N/A N/A
6/8/1994,3.352,#N/A N/A,0.0078,0,#N/A N/A,#N/A N/A,4.3125,6.953,13.32,18.34,#N/A N/A
6/9/1994,3.357,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4.3125,6.96,13.21,18.67,#N/A N/A
6/10/1994,3.367,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.3125,7.016,12.69,18.48,#N/A N/A
6/13/1994,3.373,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.3125,7.065,11.92,18.79,#N/A N/A
6/14/1994,3.366,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,4.375,6.994,11.6,18.95,#N/A N/A
6/15/1994,3.366,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.3125,7.089,11.52,19.86,#N/A N/A
6/16/1994,3.367,#N/A N/A,0.028,0,#N/A N/A,#N/A N/A,4.3125,7.036,11.22,19.91,#N/A N/A
6/17/1994,3.366,#N/A N/A,0.012,0,#N/A N/A,#N/A N/A,4.3125,7.124,12.31,20.71,#N/A N/A
6/20/1994,3.374,#N/A N/A,0.006,0,#N/A N/A,#N/A N/A,4.3125,7.161,13.96,20.75,#N/A N/A
6/21/1994,3.378,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.375,7.204,14.7,20.04,#N/A N/A
6/22/1994,3.381,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.4375,7.108,14.02,20.04,#N/A N/A
6/23/1994,3.389,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.4375,7.081,14.12,19.42,#N/A N/A
6/24/1994,3.39,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.4375,7.206,16.72,19.32,#N/A N/A
6/27/1994,3.393,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.5,7.165,15.53,19.01,#N/A N/A
6/28/1994,3.392,#N/A N/A,0.006,0,#N/A N/A,#N/A N/A,4.5,7.232,15.04,19.27,#N/A N/A
6/29/1994,3.39,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5625,7.228,14.42,18.83,#N/A N/A
6/30/1994,3.393,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5625,7.32,14.97,19.37,#N/A N/A
7/1/1994,3.3978,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.625,7.322,14.36,19.53,#N/A N/A
7/4/1994,3.3978,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.625,7.324,14.36,19.53,#N/A N/A
7/5/1994,3.3994,#N/A N/A,0.0004,0,#N/A N/A,#N/A N/A,4.625,7.297,14.92,19.62,#N/A N/A
7/6/1994,3.399,#N/A N/A,0.0008,0,#N/A N/A,#N/A N/A,4.625,7.286,14.7,19.24,#N/A N/A
7/7/1994,3.402,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5625,7.3,14.01,19.12,#N/A N/A
7/8/1994,3.4006,#N/A N/A,0.0054,0,#N/A N/A,#N/A N/A,4.5625,7.415,13.26,19.48,#N/A N/A
7/11/1994,3.4018,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.625,7.461,13.83,20.18,#N/A N/A
7/12/1994,3.4022,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.625,7.418,13.4,20.43,#N/A N/A
7/13/1994,3.4026,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.625,7.392,12.42,20.15,#N/A N/A
7/14/1994,3.403,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.625,7.232,11.64,20.18,#N/A N/A
7/15/1994,3.402,#N/A N/A,0.006,0,#N/A N/A,#N/A N/A,4.5625,7.248,11.28,19.89,#N/A N/A
7/18/1994,3.4,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4.5,7.185,11.44,19.51,#N/A N/A
7/19/1994,3.405,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,4.5,7.138,11.65,19.46,#N/A N/A
7/20/1994,3.4054,#N/A N/A,0.0004,0,#N/A N/A,#N/A N/A,4.4375,7.223,11.7,19.2,#N/A N/A
7/21/1994,3.4058,#N/A N/A,0.0008,0,#N/A N/A,#N/A N/A,4.5,7.25,11.65,19.2,#N/A N/A
7/22/1994,3.406,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5,7.277,11.22,19.61,#N/A N/A
7/25/1994,3.4074,#N/A N/A,0.0004,0,#N/A N/A,#N/A N/A,4.5,7.243,11.46,19.41,#N/A N/A
7/26/1994,3.407,#N/A N/A,0.0005,0,#N/A N/A,#N/A N/A,4.5,7.259,11.66,19.21,#N/A N/A
7/27/1994,3.397,#N/A N/A,0.009,0,#N/A N/A,#N/A N/A,4.5,7.34,11.93,19.46,#N/A N/A
7/28/1994,3.4,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5,7.279,12.03,19.77,#N/A N/A
7/29/1994,3.4,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4.5,7.111,11.13,20.3,#N/A N/A
8/1/1994,3.3975,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,4.5,7.108,11.17,20.55,#N/A N/A
8/2/1994,3.381,#N/A N/A,0.015,0,#N/A N/A,#N/A N/A,4.5,7.102,11.27,20.14,#N/A N/A
8/3/1994,3.379,#N/A N/A,0.001,0,#N/A N/A,#N/A N/A,4.5,7.077,11.35,20.1,#N/A N/A
8/4/1994,3.379,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4.5,7.108,12.18,20.14,#N/A N/A
8/5/1994,3.39,#N/A N/A,0.012,0,#N/A N/A,#N/A N/A,4.5,7.272,12.34,19.31,#N/A N/A
8/8/1994,3.389,#N/A N/A,0.002,0,#N/A N/A,#N/A N/A,4.5625,7.281,12.41,19.42,#N/A N/A
8/9/1994,3.389,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.5625,7.304,12.54,19.3,#N/A N/A
8/10/1994,3.389,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,4.5625,7.295,11.91,18.96,#N/A N/A
8/11/1994,3.397,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,4.5625,7.355,12.13,18.66,#N/A N/A
8/12/1994,3.401,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,4.6875,7.29,11.09,18.05,#N/A N/A
8/15/1994,3.409,#N/A N/A,0.011,0,#N/A N/A,#N/A N/A,4.6875,7.299,12.06,18.2,#N/A N/A
8/16/1994,3.4055,#N/A N/A,0.0015,0,#N/A N/A,#N/A N/A,4.75,7.148,11.39,17.73,#N/A N/A
8/17/1994,3.3845,#N/A N/A,0.014,0,#N/A N/A,#N/A N/A,4.8125,7.174,11.54,18.11,#N/A N/A
8/18/1994,3.3775,#N/A N/A,0.006,0,#N/A N/A,#N/A N/A,4.8125,7.274,12.07,17.72,#N/A N/A
8/19/1994,3.3575,#N/A N/A,0.017,0,#N/A N/A,#N/A N/A,4.8125,7.256,12.83,17.58,#N/A N/A
8/22/1994,3.3375,#N/A N/A,0.0175,0,#N/A N/A,#N/A N/A,4.8125,7.319,12.62,16.87,#N/A N/A
8/23/1994,3.3415,#N/A N/A,0.0165,0,#N/A N/A,#N/A N/A,4.8125,7.285,11.75,16.87,#N/A N/A
8/24/1994,3.3515,#N/A N/A,0.007,0,#N/A N/A,#N/A N/A,4.8125,7.205,11.57,17.49,#N/A N/A
8/25/1994,3.3715,#N/A N/A,0.0195,0,#N/A N/A,#N/A N/A,4.8125,7.272,12.02,17.52,#N/A N/A
8/26/1994,3.3785,#N/A N/A,0.0095,0,#N/A N/A,#N/A N/A,4.8125,7.227,12.19,17.14,#N/A N/A
8/29/1994,3.3785,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,4.8125,7.229,11.82,17.63,#N/A N/A
8/30/1994,3.3925,#N/A N/A,0.0155,0,#N/A N/A,#N/A N/A,4.875,7.196,11.23,17.45,#N/A N/A
8/31/1994,3.3875,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,4.875,7.173,11.97,17.56,#N/A N/A
9/1/1994,3.3835,#N/A N/A,0.006,0,#N/A N/A,#N/A N/A,4.875,7.169,11.86,17.47,#N/A N/A
9/2/1994,3.3815,#N/A N/A,0.0045,0,#N/A N/A,#N/A N/A,4.875,7.198,11.4,17.52,#N/A N/A
9/5/1994,3.3815,#N/A N/A,0,0,#N/A N/A,#N/A N/A,4.875,7.195,11.4,17.52,#N/A N/A
9/6/1994,3.3975,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,4.875,7.255,11.69,17.62,#N/A N/A
9/7/1994,3.3975,#N/A N/A,0.0065,0,#N/A N/A,#N/A N/A,4.875,7.28,11.81,17.81,#N/A N/A
9/8/1994,3.4025,#N/A N/A,0.0075,0,#N/A N/A,#N/A N/A,4.875,7.28,11.86,17.67,#N/A N/A
9/9/1994,3.4055,#N/A N/A,0.005,0,#N/A N/A,#N/A N/A,4.875,7.431,13.12,17.53,#N/A N/A
9/12/1994,3.4125,#N/A N/A,0.0085,0,#N/A N/A,#N/A N/A,4.875,7.452,14.01,17.39,#N/A N/A
9/13/1994,3.4105,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,4.875,7.415,13.77,17.12,#N/A N/A
9/14/1994,3.4105,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,4.875,7.397,13.09,16.71,#N/A N/A
9/15/1994,3.4115,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,4.875,7.331,11.88,16.7,#N/A N/A
9/16/1994,3.4,#N/A N/A,0.011,0,#N/A N/A,#N/A N/A,4.875,7.499,12.8,16.83,#N/A N/A
9/19/1994,3.4065,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,4.875,7.488,13.06,17.21,#N/A N/A
9/20/1994,3.4005,#N/A N/A,0.007,0,#N/A N/A,#N/A N/A,4.875,7.511,14.45,17.24,#N/A N/A
9/21/1994,3.4015,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,4.9375,7.566,14.49,17.22,#N/A N/A
9/22/1994,3.4075,#N/A N/A,0.0045,0,#N/A N/A,#N/A N/A,5.0625,7.545,13.89,17.67,#N/A N/A
9/23/1994,3.3865,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,5.0625,7.562,14.53,17.83,#N/A N/A
9/26/1994,3.3805,#N/A N/A,0.0215,0,#N/A N/A,#N/A N/A,5.0625,7.559,14.56,17.67,#N/A N/A
9/27/1994,3.3875,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,5.0625,7.601,14.13,17.55,#N/A N/A
9/28/1994,3.4025,#N/A N/A,0.0175,0,#N/A N/A,#N/A N/A,5,7.576,13.25,17.68,#N/A N/A
9/29/1994,3.3995,#N/A N/A,0.007,0,#N/A N/A,#N/A N/A,5,7.617,13.97,17.98,#N/A N/A
9/30/1994,3.3955,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.0625,7.603,14.28,18.39,#N/A N/A
10/3/1994,3.4055,#N/A N/A,0.0115,0,#N/A N/A,#N/A N/A,5.0625,7.657,15.44,18.19,#N/A N/A
10/4/1994,3.4115,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,5.125,7.683,16.66,18.08,#N/A N/A
10/5/1994,3.4145,#N/A N/A,0.0055,0,#N/A N/A,#N/A N/A,5.125,7.762,15.92,18.01,#N/A N/A
10/6/1994,3.4175,#N/A N/A,0.0045,0,#N/A N/A,#N/A N/A,5.1875,7.769,16.24,18.25,#N/A N/A
10/7/1994,3.4125,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,5.25,7.69,14.92,18.26,#N/A N/A
10/10/1994,3.4125,#N/A N/A,0,0,#N/A N/A,#N/A N/A,5.1875,7.692,14.72,17.99,#N/A N/A
10/11/1994,3.4185,#N/A N/A,0.0065,0,#N/A N/A,#N/A N/A,5.1875,7.648,13.55,17.7,#N/A N/A
10/12/1994,3.4155,#N/A N/A,0.003,0,#N/A N/A,#N/A N/A,5.125,7.697,14.51,17.19,#N/A N/A
10/13/1994,3.4145,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.125,7.643,14.9,17.13,#N/A N/A
10/14/1994,3.4165,#N/A N/A,0.0045,0,#N/A N/A,#N/A N/A,5.0625,7.597,13.32,16.97,#N/A N/A
10/17/1994,3.4195,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,5,7.602,14.76,17.06,#N/A N/A
10/18/1994,3.4195,#N/A N/A,0.004,0,#N/A N/A,#N/A N/A,5,7.641,14.59,17.22,#N/A N/A
10/19/1994,3.4115,#N/A N/A,0.01,0,#N/A N/A,#N/A N/A,4.9375,7.669,15.13,17.42,#N/A N/A
10/20/1994,3.4155,#N/A N/A,0.0055,0,#N/A N/A,#N/A N/A,4.9375,7.796,15.99,17.54,#N/A N/A
10/21/1994,3.4155,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5,7.785,15.91,17.54,#N/A N/A
10/24/1994,3.4175,#N/A N/A,0.0035,0,#N/A N/A,#N/A N/A,5,7.849,16.97,17.45,#N/A N/A
10/25/1994,3.4305,#N/A N/A,0.0055,0,#N/A N/A,#N/A N/A,5,7.856,16.13,17.58,#N/A N/A
10/26/1994,3.4285,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5,7.885,15.7,17.95,#N/A N/A
10/27/1994,3.4275,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5,7.873,15.67,18.15,#N/A N/A
10/28/1994,3.4335,#N/A N/A,0.0065,0,#N/A N/A,#N/A N/A,5.0625,7.793,14.56,18.23,#N/A N/A
10/31/1994,3.4365,#N/A N/A,0.0045,0,#N/A N/A,#N/A N/A,5.0625,7.807,14.56,18.19,#N/A N/A
11/1/1994,3.4355,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.0625,7.902,14.84,18.68,#N/A N/A
11/2/1994,3.4355,#N/A N/A,0,0,#N/A N/A,#N/A N/A,5.125,7.953,15.34,18.93,#N/A N/A
11/3/1994,3.4345,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.125,7.955,15.58,18.9,#N/A N/A
11/4/1994,3.4275,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.1875,8.023,16.75,18.76,#N/A N/A
11/7/1994,3.4255,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.3125,8.03,17.37,18.39,#N/A N/A
11/8/1994,3.4245,#N/A N/A,0.0015,0,#N/A N/A,#N/A N/A,5.3125,7.982,16.3,18.58,#N/A N/A
11/9/1994,3.4335,#N/A N/A,0.0085,0,#N/A N/A,#N/A N/A,5.3125,7.965,16.42,18.16,#N/A N/A
11/10/1994,3.4395,#N/A N/A,0.0015,0,#N/A N/A,#N/A N/A,5.375,7.983,16,18.19,#N/A N/A
11/11/1994,3.4395,#N/A N/A,0,0,#N/A N/A,#N/A N/A,5.375,7.99,16.5,18.04,#N/A N/A
11/14/1994,3.4507,#N/A N/A,0.0027,0,#N/A N/A,#N/A N/A,5.375,7.918,16.68,17.47,#N/A N/A
11/15/1994,3.4511,#N/A N/A,0.0016,0,#N/A N/A,#N/A N/A,5.4375,7.916,16.66,17.58,#N/A N/A
11/16/1994,3.4515,#N/A N/A,0.0025,0,#N/A N/A,#N/A N/A,5.625,7.964,15.56,17.37,#N/A N/A
